student_id,email,week,engagement_score,time_spent_min,interactions,quiz_score,submissions,logins,anomaly,engagement_label
ETU025,youssef.idrissi25@etu.uca.ma,4,65.8,141,26,31.2,2,11,0,Modéré
ETU025,youssef.idrissi25@etu.uca.ma,5,60.5,98,25,92.9,5,11,0,Modéré
ETU025,youssef.idrissi25@etu.uca.ma,6,60.9,168,18,45.9,0,10,0,Modéré
ETU025,youssef.idrissi25@etu.uca.ma,7,66.9,178,24,88.9,1,14,0,Modéré
ETU025,youssef.idrissi25@etu.uca.ma,8,57.7,48,6,31.3,2,7,0,Modéré
ETU025,youssef.idrissi25@etu.uca.ma,9,69.3,125,16,84.2,3,14,0,Engagé
ETU025,youssef.idrissi25@etu.uca.ma,10,78.4,55,16,44.5,2,11,0,Engagé
ETU025,youssef.idrissi25@etu.uca.ma,11,64.4,64,14,93.8,2,9,0,Modéré
ETU025,youssef.idrissi25@etu.uca.ma,12,73.9,87,19,63.9,1,5,0,Engagé
ETU026,leila.hajji26@etu.uca.ma,1,59.9,96,24,50.2,1,12,0,Modéré
ETU026,leila.hajji26@etu.uca.ma,2,62.6,109,17,95.4,5,5,0,Modéré
ETU026,leila.hajji26@etu.uca.ma,3,60.7,159,12,92.7,3,14,0,Modéré
ETU026,leila.hajji26@etu.uca.ma,4,64.4,57,9,32.9,5,2,0,Modéré
ETU026,leila.hajji26@etu.uca.ma,5,60.8,85,23,63.5,1,14,0,Modéré
ETU026,leila.hajji26@etu.uca.ma,6,71.9,89,4,37.6,5,10,0,Engagé
ETU026,leila.hajji26@etu.uca.ma,7,52.2,155,7,74.7,0,2,0,Modéré
ETU026,leila.hajji26@etu.uca.ma,8,69.0,45,21,84.0,0,9,0,Engagé
ETU026,leila.hajji26@etu.uca.ma,9,60.7,141,15,75.5,2,6,0,Modéré
ETU026,leila.hajji26@etu.uca.ma,10,50.3,42,20,70.2,4,12,0,Modéré
ETU026,leila.hajji26@etu.uca.ma,11,82.8,64,13,91.8,1,1,0,Engagé
ETU026,leila.hajji26@etu.uca.ma,12,67.8,146,5,95.6,2,1,1,Modéré
ETU027,omar.ziani27@etu.uca.ma,1,30.5,105,9,61.8,5,9,0,À risque
ETU027,omar.ziani27@etu.uca.ma,2,34.1,54,27,65.3,2,4,0,À risque
ETU027,omar.ziani27@etu.uca.ma,3,33.6,137,20,48.0,1,1,0,À risque
ETU027,omar.ziani27@etu.uca.ma,4,38.4,165,21,83.0,1,10,0,Modéré
ETU027,omar.ziani27@etu.uca.ma,5,42.5,129,16,53.0,3,11,0,Modéré
ETU027,omar.ziani27@etu.uca.ma,6,38.1,142,10,95.5,0,5,0,Modéré
ETU027,omar.ziani27@etu.uca.ma,7,31.7,88,30,53.1,4,12,0,À risque
ETU027,omar.ziani27@etu.uca.ma,8,29.5,112,22,46.5,5,2,0,À risque
ETU027,omar.ziani27@etu.uca.ma,9,25.5,148,29,92.7,5,13,0,À risque
ETU027,omar.ziani27@etu.uca.ma,10,22.1,95,11,73.0,1,3,1,À risque
ETU027,omar.ziani27@etu.uca.ma,11,34.3,175,11,59.1,4,8,0,À risque
ETU027,omar.ziani27@etu.uca.ma,12,57.2,75,24,47.3,4,14,0,Modéré
ETU028,hind.benali28@etu.uca.ma,1,74.1,112,2,94.2,0,1,0,Engagé
ETU028,hind.benali28@etu.uca.ma,2,80.0,71,18,67.6,1,6,0,Engagé
ETU028,hind.benali28@etu.uca.ma,3,77.8,72,22,70.8,0,9,0,Engagé
ETU028,hind.benali28@etu.uca.ma,4,69.4,53,16,59.1,4,1,0,Engagé
ETU028,hind.benali28@etu.uca.ma,5,79.0,98,23,31.5,2,14,0,Engagé
ETU028,hind.benali28@etu.uca.ma,6,66.3,38,1,59.7,5,2,0,Modéré
ETU028,hind.benali28@etu.uca.ma,7,68.0,37,29,63.0,2,7,0,Modéré
ETU028,hind.benali28@etu.uca.ma,8,65.4,127,11,99.5,3,8,0,Modéré
ETU028,hind.benali28@etu.uca.ma,9,92.5,116,2,77.8,5,14,0,Engagé
ETU028,hind.benali28@etu.uca.ma,10,83.3,109,3,42.5,4,7,0,Engagé
ETU028,hind.benali28@etu.uca.ma,11,86.6,77,26,30.2,0,5,0,Engagé
ETU028,hind.benali28@etu.uca.ma,12,74.9,128,17,56.5,1,4,0,Engagé
ETU029,mehdi.fassi29@etu.uca.ma,1,51.5,48,1,86.7,3,10,0,Modéré
ETU029,mehdi.fassi29@etu.uca.ma,2,61.3,24,7,44.4,0,10,0,Modéré
ETU029,mehdi.fassi29@etu.uca.ma,3,53.1,32,7,81.8,3,8,0,Modéré
ETU029,mehdi.fassi29@etu.uca.ma,4,51.3,34,4,65.3,2,4,0,Modéré
ETU029,mehdi.fassi29@etu.uca.ma,5,64.5,101,18,71.9,5,14,0,Modéré
ETU029,mehdi.fassi29@etu.uca.ma,6,53.0,56,21,66.5,3,5,0,Modéré
ETU029,mehdi.fassi29@etu.uca.ma,7,57.8,171,28,81.5,1,11,0,Modéré
ETU029,mehdi.fassi29@etu.uca.ma,8,62.5,32,11,95.9,5,7,0,Modéré
ETU029,mehdi.fassi29@etu.uca.ma,9,57.8,126,13,40.4,3,3,0,Modéré
ETU029,mehdi.fassi29@etu.uca.ma,10,62.1,77,9,90.0,1,13,0,Modéré
ETU029,mehdi.fassi29@etu.uca.ma,11,45.9,125,30,59.2,4,3,0,Modéré
ETU029,mehdi.fassi29@etu.uca.ma,12,58.9,104,20,35.5,3,14,0,Modéré
ETU030,rania.rochdi30@etu.uca.ma,1,52.3,33,8,56.4,4,10,0,Modéré
ETU030,rania.rochdi30@etu.uca.ma,2,44.2,170,23,77.0,1,8,0,Modéré
ETU030,rania.rochdi30@etu.uca.ma,3,52.7,97,30,93.6,1,4,0,Modéré
ETU030,rania.rochdi30@etu.uca.ma,4,52.4,142,29,47.0,4,12,0,Modéré
ETU030,rania.rochdi30@etu.uca.ma,5,56.2,161,10,84.3,3,8,0,Modéré
ETU030,rania.rochdi30@etu.uca.ma,6,51.2,86,11,65.9,3,8,0,Modéré
ETU030,rania.rochdi30@etu.uca.ma,7,60.0,140,24,88.8,1,6,0,Modéré
ETU030,rania.rochdi30@etu.uca.ma,8,41.6,76,23,40.2,2,9,0,Modéré
ETU030,rania.rochdi30@etu.uca.ma,9,61.4,126,9,40.7,2,4,0,Modéré
ETU030,rania.rochdi30@etu.uca.ma,10,64.2,147,17,75.8,5,6,0,Modéré
ETU030,rania.rochdi30@etu.uca.ma,11,64.1,145,14,41.8,2,3,0,Modéré
ETU030,rania.rochdi30@etu.uca.ma,12,60.2,67,29,92.3,5,1,1,Modéré
ETU031,tarik.ouali31@etu.uca.ma,1,61.4,32,24,30.4,1,14,0,Modéré
ETU031,tarik.ouali31@etu.uca.ma,2,58.5,58,0,45.3,3,6,0,Modéré
ETU031,tarik.ouali31@etu.uca.ma,3,57.2,177,29,63.8,3,1,0,Modéré
ETU031,tarik.ouali31@etu.uca.ma,4,56.5,23,0,67.1,2,9,0,Modéré
ETU031,tarik.ouali31@etu.uca.ma,5,58.8,130,25,95.8,1,2,0,Modéré
ETU031,tarik.ouali31@etu.uca.ma,6,66.4,81,6,73.4,2,14,0,Modéré
ETU031,tarik.ouali31@etu.uca.ma,7,67.1,40,11,97.2,3,10,0,Modéré
ETU031,tarik.ouali31@etu.uca.ma,8,65.0,96,21,88.0,0,11,0,Modéré
ETU031,tarik.ouali31@etu.uca.ma,9,72.3,28,2,58.4,3,9,0,Engagé
ETU031,tarik.ouali31@etu.uca.ma,10,67.7,63,2,65.0,3,11,0,Modéré
ETU031,tarik.ouali31@etu.uca.ma,11,69.3,44,28,67.0,0,4,0,Engagé
ETU031,tarik.ouali31@etu.uca.ma,12,71.8,165,15,49.0,0,11,0,Engagé
ETU032,samira.mekouar32@etu.uca.ma,1,85.6,28,5,95.0,2,1,0,Engagé
ETU032,samira.mekouar32@etu.uca.ma,2,87.0,121,29,35.4,1,10,0,Engagé
ETU032,samira.mekouar32@etu.uca.ma,3,82.8,119,21,92.8,2,7,0,Engagé
ETU032,samira.mekouar32@etu.uca.ma,4,81.1,40,16,82.2,2,1,0,Engagé
ETU032,samira.mekouar32@etu.uca.ma,5,75.4,39,10,72.4,4,10,0,Engagé
ETU032,samira.mekouar32@etu.uca.ma,6,87.8,27,20,49.1,3,8,0,Engagé
ETU032,samira.mekouar32@etu.uca.ma,7,82.8,116,13,43.0,4,11,0,Engagé
ETU032,samira.mekouar32@etu.uca.ma,8,90.2,95,25,47.3,0,2,0,Engagé
ETU032,samira.mekouar32@etu.uca.ma,9,79.8,59,23,57.3,2,2,0,Engagé
ETU032,samira.mekouar32@etu.uca.ma,10,95.1,133,11,83.3,0,3,0,Engagé
ETU032,samira.mekouar32@etu.uca.ma,11,80.0,162,17,65.9,0,1,0,Engagé
ETU032,samira.mekouar32@etu.uca.ma,12,64.4,172,19,84.9,3,1,1,Modéré
ETU033,adil.benbrahim33@etu.uca.ma,1,44.2,163,28,99.5,1,10,0,Modéré
ETU033,adil.benbrahim33@etu.uca.ma,2,48.4,63,4,48.8,2,8,0,Modéré
ETU033,adil.benbrahim33@etu.uca.ma,3,41.0,90,13,51.0,0,6,0,Modéré
ETU033,adil.benbrahim33@etu.uca.ma,4,42.5,180,15,71.6,1,8,0,Modéré
ETU033,adil.benbrahim33@etu.uca.ma,5,41.7,121,10,88.9,3,13,0,Modéré
ETU033,adil.benbrahim33@etu.uca.ma,6,51.6,130,26,87.6,5,10,0,Modéré
ETU033,adil.benbrahim33@etu.uca.ma,7,42.1,71,15,52.0,3,6,0,Modéré
ETU033,adil.benbrahim33@etu.uca.ma,8,52.6,145,30,70.3,1,6,0,Modéré
ETU033,adil.benbrahim33@etu.uca.ma,9,57.9,120,11,38.0,4,4,0,Modéré
ETU033,adil.benbrahim33@etu.uca.ma,10,53.3,160,0,96.7,3,12,0,Modéré
ETU033,adil.benbrahim33@etu.uca.ma,11,58.5,37,26,89.3,3,11,0,Modéré
ETU033,adil.benbrahim33@etu.uca.ma,12,65.5,81,8,76.1,5,7,0,Modéré
ETU034,loubna.tazi34@etu.uca.ma,1,71.1,142,18,58.1,4,14,0,Engagé
ETU034,loubna.tazi34@etu.uca.ma,2,76.6,112,22,92.7,4,10,0,Engagé
ETU034,loubna.tazi34@etu.uca.ma,3,72.5,83,21,76.5,1,11,0,Engagé
ETU034,loubna.tazi34@etu.uca.ma,4,77.3,122,30,82.7,3,2,0,Engagé
ETU034,loubna.tazi34@etu.uca.ma,5,67.4,150,23,66.3,4,12,0,Modéré
ETU034,loubna.tazi34@etu.uca.ma,6,76.2,120,14,84.1,4,12,0,Engagé
ETU034,loubna.tazi34@etu.uca.ma,7,73.6,26,15,37.3,3,2,0,Engagé
ETU034,loubna.tazi34@etu.uca.ma,8,84.1,56,11,51.8,3,13,0,Engagé
ETU034,loubna.tazi34@etu.uca.ma,9,74.5,141,3,60.7,5,8,0,Engagé
ETU034,loubna.tazi34@etu.uca.ma,10,70.6,49,0,89.4,5,2,0,Engagé
ETU034,loubna.tazi34@etu.uca.ma,11,69.6,82,16,42.2,1,6,0,Engagé
ETU034,loubna.tazi34@etu.uca.ma,12,82.0,79,25,58.4,1,3,0,Engagé
ETU035,hamza.idrissi35@etu.uca.ma,1,63.6,177,28,43.8,4,7,0,Modéré
ETU035,hamza.idrissi35@etu.uca.ma,2,66.3,72,8,82.7,0,10,0,Modéré
ETU035,hamza.idrissi35@etu.uca.ma,3,66.1,67,11,52.8,3,2,0,Modéré
ETU035,hamza.idrissi35@etu.uca.ma,4,69.2,155,30,74.7,4,7,0,Engagé
ETU035,hamza.idrissi35@etu.uca.ma,5,70.1,109,11,89.2,4,3,0,Engagé
ETU035,hamza.idrissi35@etu.uca.ma,6,75.1,96,29,73.0,0,11,0,Engagé
ETU035,hamza.idrissi35@etu.uca.ma,7,57.0,98,3,42.8,5,3,0,Modéré
ETU035,hamza.idrissi35@etu.uca.ma,8,67.4,55,18,56.9,1,8,0,Modéré
ETU035,hamza.idrissi35@etu.uca.ma,9,76.3,64,17,41.7,2,3,0,Engagé
ETU035,hamza.idrissi35@etu.uca.ma,10,77.4,178,1,90.6,0,8,0,Engagé
ETU035,hamza.idrissi35@etu.uca.ma,11,77.5,163,16,75.7,3,11,0,Engagé
ETU035,hamza.idrissi35@etu.uca.ma,12,74.1,133,15,41.7,4,1,0,Engagé
ETU036,zineb.hajji36@etu.uca.ma,1,70.1,77,17,50.2,3,10,0,Engagé
ETU036,zineb.hajji36@etu.uca.ma,2,78.8,160,16,37.9,0,5,0,Engagé
ETU036,zineb.hajji36@etu.uca.ma,3,80.9,113,17,87.6,0,13,0,Engagé
ETU036,zineb.hajji36@etu.uca.ma,4,78.5,128,3,81.5,5,13,0,Engagé
ETU036,zineb.hajji36@etu.uca.ma,5,79.4,28,14,48.4,0,8,0,Engagé
ETU036,zineb.hajji36@etu.uca.ma,6,73.5,80,6,86.7,4,12,0,Engagé
ETU036,zineb.hajji36@etu.uca.ma,7,80.2,129,5,73.1,1,14,0,Engagé
ETU036,zineb.hajji36@etu.uca.ma,8,64.3,109,17,49.7,4,3,0,Modéré
ETU036,zineb.hajji36@etu.uca.ma,9,82.0,94,18,48.7,4,11,0,Engagé
ETU036,zineb.hajji36@etu.uca.ma,10,71.0,125,29,34.2,2,14,0,Engagé
ETU036,zineb.hajji36@etu.uca.ma,11,87.5,53,7,40.2,2,14,0,Engagé
ETU036,zineb.hajji36@etu.uca.ma,12,75.6,120,15,40.0,5,5,0,Engagé
ETU037,khalid.ziani37@etu.uca.ma,1,62.5,43,12,66.1,2,12,0,Modéré
ETU037,khalid.ziani37@etu.uca.ma,2,69.1,144,10,70.7,5,2,0,Engagé
ETU037,khalid.ziani37@etu.uca.ma,3,68.0,111,27,34.4,4,7,0,Modéré
ETU037,khalid.ziani37@etu.uca.ma,4,62.9,74,15,48.8,2,6,0,Modéré
ETU037,khalid.ziani37@etu.uca.ma,5,62.0,144,25,54.1,5,13,0,Modéré
ETU037,khalid.ziani37@etu.uca.ma,6,55.8,137,0,38.7,1,8,0,Modéré
ETU037,khalid.ziani37@etu.uca.ma,7,77.9,129,6,99.7,1,11,0,Engagé
ETU037,khalid.ziani37@etu.uca.ma,8,75.5,90,2,75.8,2,2,0,Engagé
ETU037,khalid.ziani37@etu.uca.ma,9,78.7,62,1,57.7,2,12,0,Engagé
ETU037,khalid.ziani37@etu.uca.ma,10,63.5,43,22,36.7,1,8,0,Modéré
ETU037,khalid.ziani37@etu.uca.ma,11,68.9,152,21,61.2,0,12,0,Engagé
ETU037,khalid.ziani37@etu.uca.ma,12,61.0,128,22,39.3,0,4,0,Modéré
ETU038,imane.benali38@etu.uca.ma,1,52.7,100,11,91.7,1,7,0,Modéré
ETU038,imane.benali38@etu.uca.ma,2,56.3,54,20,99.5,1,2,0,Modéré
ETU038,imane.benali38@etu.uca.ma,3,48.5,62,14,54.6,1,11,0,Modéré
ETU038,imane.benali38@etu.uca.ma,4,60.6,177,21,61.0,1,2,0,Modéré
ETU038,imane.benali38@etu.uca.ma,5,52.1,51,18,81.1,2,7,0,Modéré
ETU038,imane.benali38@etu.uca.ma,6,45.7,90,20,35.9,4,10,0,Modéré
ETU038,imane.benali38@etu.uca.ma,7,57.8,26,27,89.3,2,4,0,Modéré
ETU038,imane.benali38@etu.uca.ma,8,55.5,120,9,75.2,1,8,0,Modéré
ETU038,imane.benali38@etu.uca.ma,9,47.4,172,2,67.0,0,6,0,Modéré
ETU038,imane.benali38@etu.uca.ma,10,49.4,165,13,55.6,5,3,0,Modéré
ETU038,imane.benali38@etu.uca.ma,11,74.2,38,0,71.1,0,5,0,Engagé
ETU038,imane.benali38@etu.uca.ma,12,67.3,121,16,50.1,5,9,0,Engagé
ETU039,sami.fassi39@etu.uca.ma,1,71.6,157,17,73.1,2,2,0,Engagé
ETU039,sami.fassi39@etu.uca.ma,2,71.4,72,25,40.9,2,7,0,Engagé
ETU039,sami.fassi39@etu.uca.ma,3,76.9,36,9,78.9,5,14,0,Engagé
ETU039,sami.fassi39@etu.uca.ma,4,68.5,131,3,61.7,4,1,0,Engagé
ETU039,sami.fassi39@etu.uca.ma,5,76.4,64,3,30.9,1,12,0,Engagé
ETU039,sami.fassi39@etu.uca.ma,6,70.2,108,16,66.2,5,5,0,Engagé
ETU039,sami.fassi39@etu.uca.ma,7,64.5,88,23,92.0,0,6,0,Modéré
ETU039,sami.fassi39@etu.uca.ma,8,73.8,36,8,79.9,4,11,0,Engagé
ETU039,sami.fassi39@etu.uca.ma,9,71.3,112,1,65.0,4,3,0,Engagé
ETU039,sami.fassi39@etu.uca.ma,10,68.5,46,28,70.2,5,2,0,Engagé
ETU039,sami.fassi39@etu.uca.ma,11,75.3,31,27,90.4,1,1,0,Engagé
ETU039,sami.fassi39@etu.uca.ma,12,67.7,58,5,95.2,0,9,0,Engagé
ETU040,douae.rochdi40@etu.uca.ma,1,77.3,77,10,47.4,5,6,0,Engagé
ETU040,douae.rochdi40@etu.uca.ma,2,70.4,115,3,65.1,0,3,0,Engagé
ETU040,douae.rochdi40@etu.uca.ma,3,73.0,31,30,58.1,3,14,0,Engagé
ETU040,douae.rochdi40@etu.uca.ma,4,78.1,103,2,68.7,0,6,0,Engagé
ETU040,douae.rochdi40@etu.uca.ma,5,74.6,97,23,73.6,3,6,0,Engagé
ETU040,douae.rochdi40@etu.uca.ma,6,78.0,70,23,93.0,1,3,0,Engagé
ETU040,douae.rochdi40@etu.uca.ma,7,70.8,79,17,54.2,5,1,0,Engagé
ETU040,douae.rochdi40@etu.uca.ma,8,70.7,116,27,81.7,2,2,0,Engagé
ETU040,douae.rochdi40@etu.uca.ma,9,88.8,127,15,97.3,1,12,0,Engagé
ETU040,douae.rochdi40@etu.uca.ma,10,63.3,79,28,89.2,3,12,0,Modéré
ETU040,douae.rochdi40@etu.uca.ma,11,82.3,41,18,36.7,1,11,0,Engagé
ETU040,douae.rochdi40@etu.uca.ma,12,67.6,165,1,60.4,1,4,0,Engagé
ETU041,karim.ouali41@etu.uca.ma,1,51.3,120,22,88.2,2,6,0,Modéré
ETU041,karim.ouali41@etu.uca.ma,2,45.0,71,4,84.6,4,2,0,Modéré
ETU041,karim.ouali41@etu.uca.ma,3,41.1,139,10,58.5,4,6,0,Modéré
ETU041,karim.ouali41@etu.uca.ma,4,49.2,98,14,48.6,0,2,0,Modéré
ETU041,karim.ouali41@etu.uca.ma,5,47.9,174,1,45.1,2,3,0,Modéré
ETU041,karim.ouali41@etu.uca.ma,6,40.4,111,12,65.9,5,5,0,Modéré
ETU041,karim.ouali41@etu.uca.ma,7,57.4,27,30,58.3,3,9,0,Modéré
ETU041,karim.ouali41@etu.uca.ma,8,46.5,138,3,86.3,1,2,0,Modéré
ETU041,karim.ouali41@etu.uca.ma,9,54.6,76,4,43.9,3,6,0,Modéré
ETU041,karim.ouali41@etu.uca.ma,10,66.0,41,18,71.0,0,1,0,Modéré
ETU041,karim.ouali41@etu.uca.ma,11,46.5,133,25,39.0,2,2,0,Modéré
ETU041,karim.ouali41@etu.uca.ma,12,56.4,63,29,70.2,5,7,0,Modéré
ETU042,amine.mekouar42@etu.uca.ma,1,56.4,110,6,93.6,2,5,0,Modéré
ETU042,amine.mekouar42@etu.uca.ma,2,55.6,177,19,73.2,5,5,0,Modéré
ETU042,amine.mekouar42@etu.uca.ma,3,62.2,142,1,36.1,3,3,0,Modéré
ETU042,amine.mekouar42@etu.uca.ma,4,60.2,154,7,74.2,4,13,0,Modéré
ETU042,amine.mekouar42@etu.uca.ma,5,53.2,111,15,68.1,3,6,0,Modéré
ETU042,amine.mekouar42@etu.uca.ma,6,64.5,119,8,42.6,2,10,0,Modéré
ETU042,amine.mekouar42@etu.uca.ma,7,66.3,91,1,86.6,3,9,0,Modéré
ETU042,amine.mekouar42@etu.uca.ma,8,61.9,79,5,37.0,5,4,0,Modéré
ETU042,amine.mekouar42@etu.uca.ma,9,68.0,34,24,99.7,1,10,0,Modéré
ETU042,amine.mekouar42@etu.uca.ma,10,74.7,110,29,88.7,1,3,0,Engagé
ETU042,amine.mekouar42@etu.uca.ma,11,54.1,111,29,71.4,5,12,0,Modéré
ETU042,amine.mekouar42@etu.uca.ma,12,63.4,56,18,96.4,3,9,0,Modéré
ETU043,nour.benbrahim43@etu.uca.ma,1,46.2,79,19,45.3,4,8,0,Modéré
ETU043,nour.benbrahim43@etu.uca.ma,2,45.5,71,25,39.1,5,3,0,Modéré
ETU043,nour.benbrahim43@etu.uca.ma,3,55.8,102,1,31.5,4,12,0,Modéré
ETU043,nour.benbrahim43@etu.uca.ma,4,56.5,154,27,55.5,0,6,0,Modéré
ETU043,nour.benbrahim43@etu.uca.ma,5,54.0,170,3,53.6,2,3,0,Modéré
ETU043,nour.benbrahim43@etu.uca.ma,6,58.9,131,25,74.7,3,11,0,Modéré
ETU043,nour.benbrahim43@etu.uca.ma,7,53.0,163,22,92.3,4,13,0,Modéré
ETU043,nour.benbrahim43@etu.uca.ma,8,53.5,64,12,51.5,5,5,0,Modéré
ETU043,nour.benbrahim43@etu.uca.ma,9,53.9,166,12,89.6,4,1,0,Modéré
ETU043,nour.benbrahim43@etu.uca.ma,10,43.4,176,7,74.8,0,8,0,Modéré
ETU043,nour.benbrahim43@etu.uca.ma,11,57.0,80,11,98.8,1,11,0,Modéré
ETU043,nour.benbrahim43@etu.uca.ma,12,60.2,105,14,30.8,1,4,0,Modéré
ETU044,sara.tazi44@etu.uca.ma,1,68.0,20,1,57.0,5,7,0,Modéré
ETU044,sara.tazi44@etu.uca.ma,2,76.1,146,28,56.5,4,7,0,Engagé
ETU044,sara.tazi44@etu.uca.ma,3,65.5,167,20,83.1,1,3,0,Modéré
ETU044,sara.tazi44@etu.uca.ma,4,73.2,28,9,31.4,2,2,0,Engagé
ETU044,sara.tazi44@etu.uca.ma,5,61.4,116,5,81.2,4,2,0,Modéré
ETU044,sara.tazi44@etu.uca.ma,6,78.2,143,22,32.2,5,3,0,Engagé
ETU044,sara.tazi44@etu.uca.ma,7,71.3,33,3,53.2,1,7,0,Engagé
ETU044,sara.tazi44@etu.uca.ma,8,79.4,158,8,76.2,2,4,0,Engagé
ETU044,sara.tazi44@etu.uca.ma,9,65.7,160,26,64.4,0,6,0,Modéré
ETU044,sara.tazi44@etu.uca.ma,10,55.8,180,19,63.6,0,1,0,Modéré
ETU044,sara.tazi44@etu.uca.ma,11,75.3,40,15,89.1,2,13,0,Engagé
ETU044,sara.tazi44@etu.uca.ma,12,70.2,87,2,74.9,3,3,0,Engagé
ETU045,youssef.idrissi45@etu.uca.ma,1,48.8,31,8,60.8,2,4,0,Modéré
ETU045,youssef.idrissi45@etu.uca.ma,2,55.2,58,24,78.8,0,2,0,Modéré
ETU045,youssef.idrissi45@etu.uca.ma,3,56.4,125,24,71.3,4,1,0,Modéré
ETU045,youssef.idrissi45@etu.uca.ma,4,59.6,127,30,67.5,3,10,0,Modéré
ETU045,youssef.idrissi45@etu.uca.ma,5,56.4,40,12,93.2,5,1,0,Modéré
ETU045,youssef.idrissi45@etu.uca.ma,6,60.6,166,21,98.8,1,2,0,Modéré
ETU045,youssef.idrissi45@etu.uca.ma,7,57.3,62,6,86.6,1,1,0,Modéré
ETU045,youssef.idrissi45@etu.uca.ma,8,65.4,131,6,99.8,5,3,0,Modéré
ETU045,youssef.idrissi45@etu.uca.ma,9,51.7,37,2,57.2,3,9,0,Modéré
ETU045,youssef.idrissi45@etu.uca.ma,10,47.0,137,29,91.1,5,10,0,Modéré
ETU045,youssef.idrissi45@etu.uca.ma,11,66.1,48,13,40.5,4,10,0,Modéré
ETU045,youssef.idrissi45@etu.uca.ma,12,66.4,45,29,37.4,0,13,1,Engagé
ETU046,leila.hajji46@etu.uca.ma,1,46.1,125,8,56.8,3,10,0,Modéré
ETU046,leila.hajji46@etu.uca.ma,2,45.0,90,12,40.1,4,11,0,Modéré
ETU046,leila.hajji46@etu.uca.ma,3,45.0,104,22,46.6,5,8,0,Modéré
ETU046,leila.hajji46@etu.uca.ma,4,56.7,25,10,87.2,2,5,0,Modéré
ETU046,leila.hajji46@etu.uca.ma,5,45.9,45,27,46.0,2,12,0,Modéré
ETU046,leila.hajji46@etu.uca.ma,6,54.0,88,23,59.2,5,2,0,Modéré
ETU046,leila.hajji46@etu.uca.ma,7,40.1,124,23,63.9,4,14,0,Modéré
ETU046,leila.hajji46@etu.uca.ma,8,37.8,60,2,51.8,4,7,0,À risque
ETU046,leila.hajji46@etu.uca.ma,9,56.1,165,0,42.2,1,14,0,Modéré
ETU046,leila.hajji46@etu.uca.ma,10,32.3,32,29,55.2,1,5,0,À risque
ETU046,leila.hajji46@etu.uca.ma,11,48.7,121,20,94.6,5,1,0,Modéré
ETU046,leila.hajji46@etu.uca.ma,12,54.5,134,5,97.2,3,10,0,Modéré
ETU047,omar.ziani47@etu.uca.ma,1,60.3,86,23,88.2,0,5,0,Modéré
ETU047,omar.ziani47@etu.uca.ma,2,53.9,166,24,97.5,1,11,0,Modéré
ETU047,omar.ziani47@etu.uca.ma,3,56.4,124,16,31.4,5,1,0,Modéré
ETU047,omar.ziani47@etu.uca.ma,4,57.7,64,19,86.1,1,5,0,Modéré
ETU047,omar.ziani47@etu.uca.ma,5,70.6,90,13,92.7,2,8,0,Engagé
ETU047,omar.ziani47@etu.uca.ma,6,60.2,153,26,73.7,4,2,0,Modéré
ETU047,omar.ziani47@etu.uca.ma,7,69.4,115,17,75.3,4,5,0,Engagé
ETU047,omar.ziani47@etu.uca.ma,8,52.9,36,10,99.2,5,6,0,Modéré
ETU047,omar.ziani47@etu.uca.ma,9,62.0,96,6,40.5,1,1,0,Modéré
ETU047,omar.ziani47@etu.uca.ma,10,77.4,173,12,76.2,5,3,0,Engagé
ETU047,omar.ziani47@etu.uca.ma,11,73.2,95,8,93.5,3,7,0,Engagé
ETU047,omar.ziani47@etu.uca.ma,12,68.4,166,26,43.3,5,12,1,Modéré
ETU048,hind.benali48@etu.uca.ma,1,43.9,111,16,51.0,1,14,0,Modéré
ETU048,hind.benali48@etu.uca.ma,2,45.2,95,3,63.0,5,5,0,Modéré
ETU048,hind.benali48@etu.uca.ma,3,46.5,66,30,77.6,2,11,0,Modéré
ETU048,hind.benali48@etu.uca.ma,4,38.4,98,13,85.2,2,6,0,Modéré
ETU048,hind.benali48@etu.uca.ma,5,39.2,50,15,33.8,5,10,0,Modéré
ETU048,hind.benali48@etu.uca.ma,6,48.2,140,28,43.6,0,14,0,Modéré
ETU048,hind.benali48@etu.uca.ma,7,48.2,125,1,91.0,1,3,0,Modéré
ETU048,hind.benali48@etu.uca.ma,8,47.4,165,28,93.5,3,3,0,Modéré
ETU048,hind.benali48@etu.uca.ma,9,50.7,40,15,53.3,1,6,0,Modéré
ETU048,hind.benali48@etu.uca.ma,10,33.7,90,6,83.3,1,10,0,À risque
ETU048,hind.benali48@etu.uca.ma,11,50.0,42,4,73.0,5,7,0,Modéré
ETU048,hind.benali48@etu.uca.ma,12,69.4,118,0,32.6,1,12,1,Modéré
ETU049,mehdi.fassi49@etu.uca.ma,1,45.6,155,6,31.3,0,11,0,Modéré
ETU049,mehdi.fassi49@etu.uca.ma,2,52.2,108,9,39.0,3,9,0,Modéré
ETU049,mehdi.fassi49@etu.uca.ma,3,49.9,31,9,96.4,3,12,0,Modéré
ETU049,mehdi.fassi49@etu.uca.ma,4,53.0,131,28,78.1,1,6,0,Modéré
ETU049,mehdi.fassi49@etu.uca.ma,5,57.8,68,5,96.4,3,1,0,Modéré
ETU049,mehdi.fassi49@etu.uca.ma,6,54.9,53,6,81.4,4,9,0,Modéré
ETU049,mehdi.fassi49@etu.uca.ma,7,47.9,29,12,91.4,2,13,0,Modéré
